-95.1,-6.9,0.015,100.1,9.0
-93.1,-6.9,0.049,101.5,8.5
-94.0,-6.8,0.051,102.0,3.4
-93.7,-6.6,0.051,102.4,6.1
-92.3,-7.0,0.061,102.3,4.9
-94.8,-6.6,0.013999999999999999,100.2,2.0
-95.4,-6.6,0.019,100.3,0.8
-93.5,-7.0,0.052000000000000005,102.0,2.6
-94.3,-7.5,0.05,102.5,6.7
-95.3,-6.8,0.013000000000000001,99.7,6.1
-95.0,-7.0,0.016,99.7,9.3
-93.0,-6.8,0.047,101.4,1.7
-95.4,-6.2,0.019,100.4,5.4
-95.1,-7.0,0.013999999999999999,100.2,9.6
-94.4,-7.2,0.049,102.0,6.3
-94.3,-7.5,0.05,102.0,6.9
-93.3,-6.9,0.055999999999999994,102.4,6.2
-94.9,-7.5,0.03,101.1,0.6
-93.1,-6.9,0.054000000000000006,102.1,8.2
-93.8,-6.7,0.048,101.8,6.9
-92.1,-6.2,0.064,102.0,3.5
-92.9,-7.0,0.044000000000000004,101.4,2.3
-94.4,-6.8,0.042,101.3,7.3
-94.8,-7.3,0.044000000000000004,101.4,0.4
-93.9,-7.2,0.04,101.3,8.6
-95.0,-7.6,0.038,101.1,0.9
-93.9,-7.0,0.044000000000000004,101.8,6.4
-94.4,-7.5,0.044000000000000004,101.1,9.3
-93.3,-7.0,0.05,101.7,8.1
-95.7,-7.0,0.011000000000000001,100.1,4.6
-94.5,-6.8,0.012,100.2,2.3
-95.6,-6.8,0.013000000000000001,100.2,4.3
-93.7,-6.6,0.055999999999999994,102.4,5.4
-93.2,-7.0,0.055,102.1,9.2
-95.3,-6.8,0.013000000000000001,100.2,7.7
-94.3,-6.5,0.015,100.2,6.0
-94.4,-7.2,0.047,101.2,6.2
-93.1,-7.2,0.055999999999999994,102.2,8.3
-94.2,-7.9,0.04,101.2,8.0
-93.6,-7.3,0.053,101.9,4.0
-94.2,-7.3,0.040999999999999995,101.0,5.8
-93.7,-7.1,0.055999999999999994,101.8,9.3
-95.4,-6.4,0.01,100.7,2.9
-94.5,-8.1,0.037000000000000005,101.0,1.9
-94.2,-7.3,0.051,102.4,9.0
-93.2,-7.2,0.048,101.4,2.7
-94.0,-7.0,0.048,101.8,8.9
-93.1,-6.9,0.051,101.8,3.8
-92.8,-7.0,0.057999999999999996,101.6,6.6
-93.1,-6.8,0.057,102.3,2.6
-93.7,-7.2,0.051,101.5,7.3
-93.6,-7.1,0.043,101.3,8.4
-94.3,-7.4,0.035,101.0,3.7
-94.6,-6.1,0.017,100.2,7.6
-95.6,-7.1,0.013999999999999999,100.2,4.7
-94.2,-7.2,0.051,102.9,7.3
-94.1,-7.0,0.042,102.0,3.3
-94.0,-7.8,0.05,101.5,1.4
-94.7,-5.8,0.015,100.2,3.1
-94.3,-7.2,0.036000000000000004,101.3,5.9
-93.3,-6.7,0.057,102.6,9.8
-95.0,-6.8,0.012,100.2,0.8
-95.0,-6.4,0.013999999999999999,100.2,2.2
-93.7,-7.1,0.061,101.8,1.9
-94.6,-6.1,0.013000000000000001,100.4,0.0
-92.8,-7.2,0.067,102.0,8.5
-94.3,-6.7,0.017,100.3,5.8
-94.9,-6.1,0.015,100.2,5.5
-94.9,-7.5,0.025,101.1,8.2
-94.0,-7.3,0.051,101.6,3.5
-93.6,-6.8,0.05,101.5,9.4
-93.5,-7.5,0.057999999999999996,102.2,7.3
-93.8,-6.6,0.054000000000000006,102.3,7.3
-93.9,-7.4,0.055999999999999994,101.4,4.1
-94.2,-6.0,0.012,100.2,0.3
-93.7,-7.5,0.05,101.9,6.3
-93.9,-7.1,0.047,100.9,0.2
-94.1,-7.0,0.051,101.8,1.3
-93.9,-7.1,0.047,101.4,0.9
-95.5,-7.7,0.013000000000000001,100.3,5.7
-93.1,-6.9,0.051,102.3,9.6
-93.3,-6.7,0.057,102.5,1.7
-93.1,-6.9,0.044000000000000004,101.5,9.8
-95.2,-7.0,0.013999999999999999,100.3,5.2
-93.6,-7.6,0.043,101.3,2.2
-95.4,-6.4,0.01,100.2,7.6
-94.7,-7.0,0.013999999999999999,100.1,1.2
-93.6,-7.2,0.055999999999999994,102.2,1.8
-93.3,-6.7,0.057,103.0,3.2
-93.6,-7.8,0.053,101.9,4.9
-93.8,-7.1,0.043,101.3,3.2
-95.0,-6.2,0.013999999999999999,100.2,6.5
-94.9,-6.7,0.017,100.5,6.0
-94.4,-7.1,0.036000000000000004,101.3,3.9
-94.6,-7.0,0.013999999999999999,100.2,8.0
-93.8,-7.2,0.048,101.8,7.5
-93.2,-6.8,0.059000000000000004,102.3,2.1
-93.7,-6.7,0.06,102.5,3.6
-95.0,-6.7,0.013999999999999999,100.2,9.6
-95.5,-7.7,0.013000000000000001,100.8,2.0
-94.6,-7.6,0.033,101.0,2.7
-93.3,-7.5,0.057999999999999996,101.8,3.6
-93.3,-6.9,0.055999999999999994,101.9,0.3
-94.1,-6.8,0.048,101.8,9.5
-95.2,-6.6,0.016,100.7,7.2
-93.6,-7.4,0.055,101.8,6.6
-94.2,-7.3,0.051,101.9,4.5
-94.6,-6.1,0.017,100.4,4.1
-93.4,-7.0,0.044000000000000004,101.4,1.0
-93.7,-7.5,0.05,101.4,3.8
-95.9,-6.8,0.013999999999999999,100.2,6.7
-93.5,-7.0,0.055,101.8,2.8
-92.8,-6.4,0.061,102.5,7.7
-94.9,-6.2,0.019,100.4,3.3
-94.3,-7.1,0.037000000000000005,101.3,6.1
-95.2,-6.5,0.013999999999999999,100.3,3.5
-95.1,-6.9,0.015,100.1,6.1
-95.6,-7.0,0.008,100.2,8.0
-94.7,-6.9,0.016,100.2,4.3
-95.6,-7.6,0.013999999999999999,100.2,9.0
-94.0,-6.1,0.045,101.6,5.2
-94.6,-6.6,0.015,100.4,2.4
